t, a
0, -9.3861
1.5e-4, -8.4385
3.5e-4, -7.3556
5.5e-4, -6.2727
7.5e-4, -5.1898
9.5e-4, -4.1068
0.00115, -3.0238
0.00135, -1.9409
0.00155, -0.8579
0.00175, 0.22508
0.00195, 1.3081
0.00215, 2.3911
0.00235, 3.4741
0.00255, 4.5571
0.00275, 5.6401
0.00295, 6.7232
0.00315, 7.8062
0.00335, 8.8893
0.00355, 12.138
0.00375, 13.221
0.00395, 14.304
0.00415, 15.388
0.00435, 16.471
0.00455, 17.554
0.00475, 18.637
0.00495, 19.72
0.00515, 20.803
0.00535, 21.886
0.00555, 22.969
0.00575, 24.053
0.00595, 25.136
0.00615, 26.219
0.00635, 27.302
0.00655, 28.385
0.00675, 29.469
0.00695, 30.552
0.00715, 31.635
0.00735, 32.718
0.00755, 33.802
0.00775, 34.885
0.00795, 35.968
0.00815, 37.051
0.00835, 38.135
0.00855, 39.218
0.00875, 40.301
0.00895, 41.385
0.00915, 42.468
0.00935, 43.551
0.00955, 44.635
0.00975, 45.718
0.00995, 46.801
0.01015, 47.885
0.01035, 48.968
0.01055, 50.051
0.01075, 51.135
0.01095, 52.218
0.01115, 53.302
0.01135, 54.385
0.01155, 55.469
0.01175, 56.552
0.01195, 57.635
0.01215, 58.719
0.01235, 59.802
0.01255, 60.886
0.01275, 61.969
0.01295, 63.053
0.01315, 64.136
0.01335, 65.22
0.01355, 66.303
0.01375, 67.387
0.01395, 68.471
0.01415, 69.5
0.01435, 70.345
0.01455, 70.998
0.01475, 71.46
0.01495, 71.73
0.01515, 71.863
0.01535, 71.991
0.01555, 72.118
0.01575, 72.246
0.01595, 72.374
0.01615, 72.501
0.01635, 72.629
0.01655, 72.756
0.01675, 72.884
0.01695, 73.011
0.01715, 73.139
0.01735, 73.266
0.01755, 73.394
0.01775, 73.522
0.01795, 73.649
0.01815, 73.777
0.01835, 73.904
0.01855, 74.032
0.01875, 74.159
0.01895, 74.287
0.01915, 74.415
0.01935, 74.542
0.01955, 74.67
0.01975, 74.797
0.01995, 74.925
0.02015, 75.053
0.02035, 75.18
0.02055, 75.308
0.02075, 75.435
0.02095, 75.563
0.02115, 75.691
0.02135, 75.818
0.02155, 75.946
0.02175, 76.073
0.02195, 76.201
0.02215, 76.329
0.02235, 76.456
0.02255, 76.584
0.02275, 76.712
0.02295, 76.839
0.02315, 76.967
0.02335, 77.094
0.02355, 77.222
0.02375, 77.35
0.02395, 77.477
0.02415, 77.605
0.02435, 77.733
0.02455, 77.86
0.02475, 77.988
0.02495, 78.116
0.02515, 78.243
0.02535, 78.371
0.02555, 78.499
0.02575, 78.626
0.02595, 78.754
0.02615, 78.882
0.02635, 79.009
0.02655, 79.137
0.02675, 79.265
0.02695, 79.392
0.02715, 79.52
0.02735, 79.648
0.02755, 79.775
0.02775, 79.903
0.02795, 80.031
0.02815, 80.158
0.02835, 80.286
0.02855, 80.414
0.02875, 80.541
0.02895, 80.669
0.02915, 80.797
0.02935, 80.925
0.02955, 81.052
0.02975, 81.18
0.02995, 81.308
0.03015, 81.435
0.03035, 81.563
0.03055, 81.691
0.03075, 81.819
0.03095, 81.946
0.03115, 82.074
0.03135, 82.202
0.03155, 82.329
0.03175, 82.457
0.03195, 82.585
0.03215, 82.713
0.03235, 82.84
0.03255, 82.968
0.03275, 83.096
0.03295, 83.224
0.03315, 83.351
0.03335, 83.479
0.03355, 83.607
0.03375, 83.735
0.03395, 83.862
0.03415, 83.99
0.03435, 84.118
0.03455, 84.246
0.03475, 84.373
0.03495, 84.501
0.03515, 84.629
0.03535, 84.757
0.03555, 84.885
0.03575, 85.012
0.03595, 85.14
0.03615, 85.268
0.03635, 85.396
0.03655, 85.524
0.03675, 85.651
0.03695, 85.779
0.03715, 85.907
0.03735, 86.035
0.03755, 86.162
0.03775, 86.29
0.03795, 86.418
0.03815, 86.546
0.03835, 86.674
0.03855, 86.802
0.03875, 86.929
0.03895, 87.057
0.03915, 87.185
0.03935, 87.313
0.03955, 87.441
0.03975, 87.568
0.03995, 87.696
0.04015, 87.824
0.04035, 87.952
0.04055, 88.08
0.04075, 88.208
0.04095, 88.335
0.04115, 88.463
0.04135, 88.591
0.04155, 88.719
0.04175, 88.847
0.04195, 88.975
0.04215, 89.103
0.04235, 89.23
0.04255, 89.358
0.04275, 89.486
0.04295, 89.614
0.04315, 89.742
0.04335, 89.87
0.04355, 89.998
0.04375, 90.125
0.04395, 90.253
0.04415, 90.381
0.04435, 90.509
0.04455, 90.637
0.04475, 90.765
0.04495, 90.893
0.04515, 91.021
0.04535, 91.148
0.04555, 91.276
0.04575, 91.404
0.04595, 91.532
0.04615, 91.66
0.04635, 91.788
0.04655, 91.916
0.04675, 92.044
0.04695, 92.172
0.04715, 92.3
0.04735, 92.427
0.04755, 92.555
0.04775, 92.683
0.04795, 92.811
0.04815, 92.939
0.04835, 93.067
0.04855, 93.195
0.04875, 93.323
0.04895, 93.451
0.04915, 93.579
0.04935, 93.707
0.04955, 93.835
0.04975, 93.963
0.04995, 94.091
0.05015, 94.218
0.05035, 94.346
0.05055, 94.474
0.05075, 94.602
0.05095, 94.73
0.05115, 94.858
0.05135, 94.986
0.05155, 95.114
0.05175, 95.242
0.05195, 95.37
0.05215, 95.498
0.05235, 95.626
0.05255, 95.754
0.05275, 95.882
0.05295, 96.01
0.05315, 96.138
0.05335, 96.266
0.05355, 96.394
0.05375, 96.522
0.05395, 96.65
0.05415, 96.778
0.05435, 96.906
0.05455, 97.034
0.05475, 97.162
0.05495, 97.29
0.05515, 97.418
0.05535, 97.546
0.05555, 97.674
0.05575, 97.802
0.05595, 97.93
0.05615, 98.058
0.05635, 98.186
0.05655, 98.314
0.05675, 98.442
0.05695, 98.57
0.05715, 98.698
0.05735, 98.826
0.05755, 98.954
0.05775, 99.082
0.05795, 99.21
0.05815, 99.338
0.05835, 99.466
0.05855, 99.594
0.05875, 99.722
0.05895, 99.85
0.05915, 99.978
0.05935, 100.11
0.05955, 100.23
0.05975, 100.36
0.05995, 100.49
0.06015, 100.62
0.06035, 100.75
0.06055, 100.87
0.06075, 101
0.06095, 101.13
0.06115, 101.26
0.06135, 101.39
0.06155, 101.51
0.06175, 101.64
0.06195, 101.77
0.06215, 101.89
0.06235, 101.98
0.06255, 102.04
0.06275, 102.07
0.06295, 102.07
0.06315, 102.05
0.06335, 102.02
0.06355, 102
0.06375, 101.98
0.06395, 101.95
0.06415, 101.93
0.06435, 101.91
0.06455, 101.88
0.06475, 101.86
0.06495, 101.84
0.06515, 101.81
0.06535, 101.79
0.06555, 101.77
0.06575, 101.75
0.06595, 101.72
0.06615, 101.7
0.06635, 101.68
0.06655, 101.65
0.06675, 101.63
0.06695, 101.61
0.06715, 101.58
0.06735, 101.56
0.06755, 101.54
0.06775, 101.51
0.06795, 101.49
0.06815, 101.47
0.06835, 101.44
0.06855, 101.42
0.06875, 101.4
0.06895, 101.37
0.06915, 101.35
0.06935, 101.33
0.06955, 101.3
0.06975, 101.28
0.06995, 101.26
0.07015, 101.23
0.07035, 101.21
0.07055, 101.19
0.07075, 101.16
0.07095, 101.14
0.07115, 101.12
0.07135, 101.09
0.07155, 101.07
0.07175, 101.05
0.07195, 101.02
0.07215, 101
0.07235, 100.98
0.07255, 100.95
0.07275, 100.93
0.07295, 100.91
0.07315, 100.88
0.07335, 100.86
0.07355, 100.84
0.07375, 100.81
0.07395, 100.79
0.07415, 100.77
0.07435, 100.74
0.07455, 100.72
0.07475, 100.7
0.07495, 100.67
0.07515, 100.65
0.07535, 100.63
0.07555, 100.6
0.07575, 100.58
0.07595, 100.56
0.07615, 100.53
0.07635, 100.51
0.07655, 100.49
0.07675, 100.46
0.07695, 100.44
0.07715, 100.42
0.07735, 100.39
0.07755, 100.37
0.07775, 100.35
0.07795, 100.32
0.07815, 100.3
0.07835, 100.28
0.07855, 100.26
0.07875, 100.23
0.07895, 100.21
0.07915, 100.19
0.07935, 100.16
0.07955, 100.14
0.07975, 100.12
0.07995, 100.09
0.08015, 100.07
0.08035, 100.05
0.08055, 100.02
0.08075, 99.999
0.08095, 99.975
0.08115, 99.952
0.08135, 99.929
0.08155, 99.905
0.08175, 99.882
0.08195, 99.859
0.08215, 99.835
0.08235, 99.812
0.08255, 99.789
0.08275, 99.765
0.08295, 99.742
0.08315, 99.719
0.08335, 99.695
0.08355, 99.672
0.08375, 99.649
0.08395, 99.625
0.08415, 99.602
0.08435, 99.579
0.08455, 99.555
0.08475, 99.532
0.08495, 99.509
0.08515, 99.485
0.08535, 99.462
0.08555, 99.439
0.08575, 99.415
0.08595, 99.392
0.08615, 99.369
0.08635, 99.345
0.08655, 99.322
0.08675, 99.299
0.08695, 99.275
0.08715, 99.252
0.08735, 99.229
0.08755, 99.205
0.08775, 99.182
0.08795, 99.159
0.08815, 99.135
0.08835, 99.112
0.08855, 99.089
0.08875, 99.065
0.08895, 99.042
0.08915, 99.019
0.08935, 98.995
0.08955, 98.972
0.08975, 98.949
0.08995, 98.925
0.09015, 98.902
0.09035, 98.879
0.09055, 98.855
0.09075, 98.832
0.09095, 98.809
0.09115, 98.785
0.09135, 98.762
0.09155, 98.738
0.09175, 98.715
0.09195, 98.692
0.09215, 98.668
0.09235, 98.645
0.09255, 98.622
0.09275, 98.598
0.09295, 98.575
0.09315, 98.552
0.09335, 98.528
0.09355, 98.505
0.09375, 98.481
0.09395, 98.458
0.09415, 98.435
0.09435, 98.411
0.09455, 98.388
0.09475, 98.365
0.09495, 98.341
0.09515, 98.318
0.09535, 98.295
0.09555, 98.271
0.09575, 98.248
0.09595, 98.224
0.09615, 98.201
0.09635, 98.178
0.09655, 98.154
0.09675, 98.131
0.09695, 98.108
0.09715, 98.084
0.09735, 98.061
0.09755, 98.037
0.09775, 98.014
0.09795, 97.991
0.09815, 97.967
0.09835, 97.944
0.09855, 97.921
0.09875, 97.897
0.09895, 97.874
0.09915, 97.85
0.09935, 97.827
0.09955, 97.804
0.09975, 97.78
0.09995, 97.757
0.10015, 97.733
0.10035, 97.71
0.10055, 97.687
0.10075, 97.663
0.10095, 97.64
0.10115, 97.616
0.10135, 97.593
0.10155, 97.57
0.10175, 97.546
0.10195, 97.523
0.10215, 97.499
0.10235, 97.476
0.10255, 97.453
0.10275, 97.429
0.10295, 97.406
0.10315, 97.384
0.10335, 97.368
0.10355, 97.357
0.10375, 97.352
0.10395, 97.353
0.10415, 97.358
0.10435, 97.363
0.10455, 97.368
0.10475, 97.373
0.10495, 97.378
0.10515, 97.383
0.10535, 97.389
0.10555, 97.394
0.10575, 97.399
0.10595, 97.404
0.10615, 97.409
0.10635, 97.414
0.10655, 97.419
0.10675, 97.424
0.10695, 97.429
0.10715, 97.434
0.10735, 97.439
0.10755, 97.444
0.10775, 97.449
0.10795, 97.454
0.10815, 97.46
0.10835, 97.465
0.10855, 97.47
0.10875, 97.475
0.10895, 97.48
0.10915, 97.485
0.10935, 97.49
0.10955, 97.495
0.10975, 97.5
0.10995, 97.505
0.11015, 97.51
0.11035, 97.515
0.11055, 97.52
0.11075, 97.525
0.11095, 97.531
0.11115, 97.536
0.11135, 97.541
0.11155, 97.546
0.11175, 97.551
0.11195, 97.556
0.11215, 97.561
0.11235, 97.566
0.11255, 97.571
0.11275, 97.576
0.11295, 97.581
0.11315, 97.586
0.11335, 97.591
0.11355, 97.596
0.11375, 97.602
0.11395, 97.607
0.11415, 97.612
0.11435, 97.617
0.11455, 97.622
0.11475, 97.627
0.11495, 97.632
0.11515, 97.637
0.11535, 97.642
0.11555, 97.647
0.11575, 97.652
0.11595, 97.657
0.11615, 97.662
0.11635, 97.667
0.11655, 97.672
0.11675, 97.678
0.11695, 97.683
0.11715, 97.688
0.11735, 97.693
0.11755, 97.698
0.11775, 97.703
0.11795, 97.708
0.11815, 97.713
0.11835, 97.718
0.11855, 97.723
0.11875, 97.728
0.11895, 97.733
0.11915, 97.738
0.11935, 97.743
0.11955, 97.748
0.11975, 97.754
0.11995, 97.759
0.12015, 97.764
0.12035, 97.769
0.12055, 97.774
0.12075, 97.779
0.12095, 97.784
0.12115, 97.789
0.12135, 97.794
0.12155, 97.799
0.12175, 97.804
0.12195, 97.809
0.12215, 97.814
0.12235, 97.819
0.12255, 97.824
0.12275, 97.829
0.12295, 97.835
0.12315, 97.84
0.12335, 97.845
0.12355, 97.85
0.12375, 97.855
0.12395, 97.86
0.12415, 97.865
0.12435, 97.87
0.12455, 97.875
0.12475, 97.88
0.12495, 97.885
0.12515, 97.89
0.12535, 97.895
0.12555, 97.9
0.12575, 97.905
0.12595, 97.91
0.12615, 97.916
0.12635, 97.921
0.12655, 97.926
0.12675, 97.931
0.12695, 97.936
0.12715, 97.941
0.12735, 97.946
0.12755, 97.951
0.12775, 97.956
0.12795, 97.961
0.12815, 97.966
0.12835, 97.971
0.12855, 97.976
0.12875, 97.981
0.12895, 97.986
0.12915, 97.991
0.12935, 97.996
0.12955, 98.002
0.12975, 98.007
0.12995, 98.012
0.13015, 98.017
0.13035, 98.022
0.13055, 98.027
0.13075, 98.032
0.13095, 98.037
0.13115, 98.042
0.13135, 98.047
0.13155, 98.052
0.13175, 98.057
0.13195, 98.062
0.13215, 98.067
0.13235, 98.072
0.13255, 98.077
0.13275, 98.082
0.13295, 98.087
0.13315, 98.093
0.13335, 98.098
0.13355, 98.103
0.13375, 98.108
0.13395, 98.113
0.13415, 98.118
0.13435, 98.123
0.13455, 98.128
0.13475, 98.133
0.13495, 98.138
0.13515, 98.143
0.13535, 98.148
0.13555, 98.153
0.13575, 98.158
0.13595, 98.163
0.13615, 98.168
0.13635, 98.173
0.13655, 98.178
0.13675, 98.184
0.13695, 98.189
0.13715, 98.194
0.13735, 98.199
0.13755, 98.204
0.13775, 98.209
0.13795, 98.214
0.13815, 98.219
0.13835, 98.224
0.13855, 98.229
0.13875, 98.234
0.13895, 98.239
0.13915, 98.244
0.13935, 98.249
0.13955, 98.254
0.13975, 98.259
0.13995, 98.264
0.14015, 98.269
0.14035, 98.274
0.14055, 98.279
0.14075, 98.284
0.14095, 98.289
0.14115, 98.295
0.14135, 98.3
0.14155, 98.305
0.14175, 98.31
0.14195, 98.315
0.14215, 98.32
0.14235, 98.325
0.14255, 98.33
0.14275, 98.335
0.14295, 98.34
0.14315, 98.345
0.14335, 98.35
0.14355, 98.355
0.14375, 98.36
0.14395, 98.365
0.14415, 98.37
0.14435, 98.375
0.14455, 98.38
0.14475, 98.385
0.14495, 98.39
0.14515, 98.395
0.14535, 98.4
0.14555, 98.405
0.14575, 98.41
0.14595, 98.415
0.14615, 98.42
0.14635, 98.425
0.14655, 98.431
0.14675, 98.436
0.14695, 98.441
0.14715, 98.446
0.14735, 98.451
0.14755, 98.456
0.14775, 98.461
0.14795, 98.466
0.14815, 98.471
0.14835, 98.476
0.14855, 98.481
0.14875, 98.486
0.14895, 98.491
0.14915, 98.496
0.14935, 98.501
0.14955, 98.506
0.14975, 98.511
0.14995, 98.516
0.15015, 98.521
0.15035, 98.526
0.15055, 98.531
0.15075, 98.536
0.15095, 98.541
0.15115, 98.546
0.15135, 98.551
0.15155, 98.556
0.15175, 98.561
0.15195, 98.566
0.15215, 98.571
0.15235, 98.576
0.15255, 98.581
0.15275, 98.586
0.15295, 98.591
0.15315, 98.597
0.15335, 98.602
0.15355, 98.607
0.15375, 98.612
0.15395, 98.617
0.15415, 98.622
0.15435, 98.627
0.15455, 98.632
0.15475, 98.637
0.15495, 98.642
0.15515, 98.647
0.15535, 98.652
0.15555, 98.657
0.15575, 98.662
0.15595, 98.667
0.15615, 98.672
0.15635, 98.677
0.15655, 98.682
0.15675, 98.687
0.15695, 98.692
0.15715, 98.697
0.15735, 98.702
0.15755, 98.707
0.15775, 98.712
0.15795, 98.717
0.15815, 98.722
0.15835, 98.727
0.15855, 98.732
0.15875, 98.737
0.15895, 98.742
0.15915, 98.747
0.15935, 98.752
0.15955, 98.757
0.15975, 98.762
0.15995, 98.767
0.16015, 98.772
0.16035, 98.777
0.16055, 98.782
0.16075, 98.787
0.16095, 98.792
0.16115, 98.797
0.16135, 98.803
0.16155, 98.808
0.16175, 98.813
0.16195, 98.818
0.16215, 98.823
0.16235, 98.828
0.16255, 98.833
0.16275, 98.838
0.16295, 98.843
0.16315, 98.848
0.16335, 98.853
0.16355, 98.858
0.16375, 98.863
0.16395, 98.868
0.16415, 98.873
0.16435, 98.878
0.16455, 98.883
0.16475, 98.888
0.16495, 98.893
0.16515, 98.898
0.16535, 98.903
0.16555, 98.908
0.16575, 98.913
0.16595, 98.918
0.16615, 98.923
0.16635, 98.928
0.16655, 98.933
0.16675, 98.938
0.16695, 98.943
0.16715, 98.948
0.16735, 98.953
0.16755, 98.958
0.16775, 98.963
0.16795, 98.968
0.16815, 98.973
0.16835, 98.978
0.16855, 98.983
0.16875, 98.988
0.16895, 98.993
0.16915, 98.998
0.16935, 99.003
0.16955, 99.008
0.16975, 99.013
0.16995, 99.018
0.17015, 99.023
0.17035, 99.028
0.17055, 99.033
0.17075, 99.038
0.17095, 99.043
0.17115, 99.048
0.17135, 99.053
0.17155, 99.058
0.17175, 99.063
0.17195, 99.068
0.17215, 99.073
0.17235, 99.078
0.17255, 99.083
0.17275, 99.088
0.17295, 99.093
0.17315, 99.098
0.17335, 99.103
0.17355, 99.108
0.17375, 99.113
0.17395, 99.118
0.17415, 99.123
0.17435, 99.128
0.17455, 99.133
0.17475, 99.138
0.17495, 99.143
0.17515, 99.148
0.17535, 99.153
0.17555, 99.158
0.17575, 99.163
0.17595, 99.168
0.17615, 99.173
0.17635, 99.179
0.17655, 99.184
0.17675, 99.189
0.17695, 99.194
0.17715, 99.199
0.17735, 99.204
0.17755, 99.209
0.17775, 99.214
0.17795, 99.219
0.17815, 99.224
0.17835, 99.229
0.17855, 99.234
0.17875, 99.239
0.17895, 99.244
0.17915, 99.249
0.17935, 99.254
0.17955, 99.259
0.17975, 99.264
0.17995, 99.269
0.18015, 99.274
0.18035, 99.279
0.18055, 99.284
0.18075, 99.289
0.18095, 99.294
0.18115, 99.299
0.18135, 99.304
0.18155, 99.309
0.18175, 99.314
0.18195, 99.319
0.18215, 99.324
0.18235, 99.329
0.18255, 99.334
0.18275, 99.339
0.18295, 99.344
0.18315, 99.349
0.18335, 99.354
0.18355, 99.359
0.18375, 99.364
0.18395, 99.369
0.18415, 99.374
0.18435, 99.379
0.18455, 99.384
0.18475, 99.389
0.18495, 99.394
0.18515, 99.399
0.18535, 99.404
0.18555, 99.409
0.18575, 99.414
0.18595, 99.419
0.18615, 99.424
0.18635, 99.429
0.18655, 99.434
0.18675, 99.439
0.18695, 99.444
0.18715, 99.449
0.18735, 99.454
0.18755, 99.459
0.18775, 99.464
0.18795, 99.469
0.18815, 99.474
0.18835, 99.479
0.18855, 99.484
0.18875, 99.489
0.18895, 99.494
0.18915, 99.499
0.18935, 99.504
0.18955, 99.509
0.18975, 99.514
0.18995, 99.518
0.19015, 99.523
0.19035, 99.528
0.19055, 99.533
0.19075, 99.538
0.19095, 99.543
0.19115, 99.548
0.19135, 99.553
0.19155, 99.558
0.19175, 99.563
0.19195, 99.568
0.19215, 99.573
0.19235, 99.578
0.19255, 99.583
0.19275, 99.588
0.19295, 99.593
0.19315, 99.598
0.19335, 99.603
0.19355, 99.608
0.19375, 99.613
0.19395, 99.618
0.19415, 99.623
0.19435, 99.628
0.19455, 99.633
0.19475, 99.638
0.19495, 99.643
0.19515, 99.648
0.19535, 99.653
0.19555, 99.658
0.19575, 99.663
0.19595, 99.668
0.19615, 99.673
0.19635, 99.678
0.19655, 99.683
0.19675, 99.688
0.19695, 99.693
0.19715, 99.698
0.19735, 99.703
0.19755, 99.708
0.19775, 99.713
0.19795, 99.718
0.19815, 99.723
0.19835, 99.728
0.19855, 99.733
0.19875, 99.738
0.19895, 99.743
0.19915, 99.748
0.19935, 99.753
0.19955, 99.758
0.19975, 99.763
0.19995, 99.768
0.20015, 99.773
0.20035, 99.778
0.20055, 99.783
0.20075, 99.788
0.20095, 99.793
0.20115, 99.798
0.20135, 99.803
0.20155, 99.808
0.20175, 99.813
0.20195, 99.818
0.20215, 99.823
0.20235, 99.828
0.20255, 99.833
0.20275, 99.838
0.20295, 99.843
0.20315, 99.848
0.20335, 99.853
0.20355, 99.858
0.20375, 99.863
0.20395, 99.868
0.20415, 99.873
0.20435, 99.878
0.20455, 99.883
0.20475, 99.887
0.20495, 99.892
0.20515, 99.897
0.20535, 99.902
0.20555, 99.907
0.20575, 99.912
0.20595, 99.917
0.20615, 99.922
0.20635, 99.927
0.20655, 99.932
0.20675, 99.937
0.20695, 99.942
0.20715, 99.947
0.20735, 99.952
0.20755, 99.957
0.20775, 99.962
0.20795, 99.967
0.20815, 99.972
0.20835, 99.977
0.20855, 99.982
0.20875, 99.987
0.20895, 99.992
0.20915, 99.997
0.20935, 100
0.20955, 100.01
0.20975, 100.01
0.20995, 100.02
0.21015, 100.02
0.21035, 100.03
0.21055, 100.03
0.21075, 100.04
0.21095, 100.04
0.21115, 100.05
0.21135, 100.05
0.21155, 100.06
0.21175, 100.06
0.21195, 100.07
0.21215, 100.07
0.21235, 100.08
0.21255, 100.08
0.21275, 100.09
0.21295, 100.09
0.21315, 100.1
0.21335, 100.1
0.21355, 100.11
0.21375, 100.11
0.21395, 100.12
0.21415, 100.12
0.21435, 100.13
0.21455, 100.13
0.21475, 100.14
0.21495, 100.14
0.21515, 100.15
0.21535, 100.15
0.21555, 100.16
0.21575, 100.16
0.21595, 100.17
0.21615, 100.17
0.21635, 100.18
0.21655, 100.18
0.21675, 100.19
0.21695, 100.19
0.21715, 100.2
0.21735, 100.2
0.21755, 100.21
0.21775, 100.21
0.21795, 100.22
0.21815, 100.22
0.21835, 100.23
0.21855, 100.23
0.21875, 100.24
0.21895, 100.24
0.21915, 100.25
0.21935, 100.25
0.21955, 100.26
0.21975, 100.26
0.21995, 100.27
0.22015, 100.27
0.22035, 100.28
0.22055, 100.28
0.22075, 100.29
0.22095, 100.29
0.22115, 100.3
0.22135, 100.3
0.22155, 100.31
0.22175, 100.31
0.22195, 100.31
0.22215, 100.32
0.22235, 100.32
0.22255, 100.33
0.22275, 100.33
0.22295, 100.34
0.22315, 100.34
0.22335, 100.35
0.22355, 100.35
0.22375, 100.36
0.22395, 100.36
0.22415, 100.37
0.22435, 100.37
0.22455, 100.38
0.22475, 100.38
0.22495, 100.39
0.22515, 100.39
0.22535, 100.4
0.22555, 100.4
0.22575, 100.41
0.22595, 100.41
0.22615, 100.42
0.22635, 100.42
0.22655, 100.43
0.22675, 100.43
0.22695, 100.44
0.22715, 100.44
0.22735, 100.45
0.22755, 100.45
0.22775, 100.46
0.22795, 100.46
0.22815, 100.47
0.22835, 100.47
0.22855, 100.48
0.22875, 100.48
0.22895, 100.49
0.22915, 100.49
0.22935, 100.5
0.22955, 100.5
0.22975, 100.5
0.22995, 100.5
0.23015, 100.5
0.23035, 100.5
0.23055, 100.5
0.23075, 100.5
0.23095, 100.5
0.23115, 100.5
0.23135, 100.5
0.23155, 100.5
0.23175, 100.5
0.23195, 100.5
0.23215, 100.5
0.23235, 100.5
0.23255, 100.5
0.23275, 100.5
0.23295, 100.5
0.23315, 100.49
0.23335, 100.49
0.23355, 100.49
0.23375, 100.49
0.23395, 100.49
0.23415, 100.49
0.23435, 100.49
0.23455, 100.49
0.23475, 100.49
0.23495, 100.49
0.23515, 100.49
0.23535, 100.49
0.23555, 100.49
0.23575, 100.49
0.23595, 100.49
0.23615, 100.49
0.23635, 100.49
0.23655, 100.49
0.23675, 100.49
0.23695, 100.49
0.23715, 100.49
0.23735, 100.49
0.23755, 100.49
0.23775, 100.49
0.23805, 100.48
0.2385, 100.48
0.23918, 100.48
0.24018, 100.48
0.24118, 100.48
0.24218, 100.47
0.24318, 100.47
0.24418, 100.47
0.24518, 100.47
0.24618, 100.47
0.24718, 100.46
0.24818, 100.46
0.24918, 100.46
0.25018, 100.46
0.25118, 100.46
0.25218, 100.45
0.25318, 100.45
0.25418, 100.45
0.25518, 100.45
0.25618, 100.44
0.25718, 100.44
0.25818, 100.44
0.25918, 100.44
0.26018, 100.44
0.26118, 100.43
0.26218, 100.43
0.26318, 100.43
0.26418, 100.43
0.26518, 100.42
0.26618, 100.42
0.26718, 100.42
0.26818, 100.42
0.26918, 100.42
0.27018, 100.41
0.27118, 100.41
0.27218, 100.41
0.27318, 100.41
0.27418, 100.4
0.27518, 100.4
0.27618, 100.4
0.27718, 100.4
0.27818, 100.4
0.27918, 100.39
0.28018, 100.39
0.28118, 100.39
0.28218, 100.39
0.28318, 100.38
0.28418, 100.38
0.28518, 100.38
0.28618, 100.38
0.28718, 100.37
0.28818, 100.37
0.28918, 100.37
0.29018, 100.37
0.29118, 100.36
0.29218, 100.36
0.29318, 100.36
0.29418, 100.36
0.29518, 100.35
0.29618, 100.35
0.29718, 100.35
0.29818, 100.35
0.29918, 100.34
0.30018, 100.34
0.30118, 100.34
0.30218, 100.34
0.30318, 100.33
0.30418, 100.33
0.30518, 100.33
0.30618, 100.33
0.30718, 100.32
0.30818, 100.32
0.30918, 100.32
0.31018, 100.32
0.31118, 100.31
0.31218, 100.31
0.31318, 100.31
0.31418, 100.31
0.31518, 100.3
0.31618, 100.3
0.31718, 100.3
0.31818, 100.3
0.31918, 100.29
0.32018, 100.29
0.32118, 100.29
0.32218, 100.29
0.32318, 100.28
0.32418, 100.28
0.32518, 100.28
0.32618, 100.27
0.32718, 100.27
0.32818, 100.27
0.32918, 100.27
0.33018, 100.26
0.33118, 100.26
0.33218, 100.26
0.33318, 100.26
0.33418, 100.25
0.33518, 100.25
0.33618, 100.25
0.33718, 100.24
0.33818, 100.24
0.33918, 100.24
0.34018, 100.24
0.34118, 100.23
0.34218, 100.23
0.34318, 100.23
0.34418, 100.22
0.34518, 100.22
0.34618, 100.22
0.34718, 100.22
0.34818, 100.21
0.34918, 100.21
0.35018, 100.21
0.35118, 100.2
0.35218, 100.2
0.35318, 100.2
0.35418, 100.2
0.35518, 100.19
0.35618, 100.19
0.35718, 100.19
0.35818, 100.18
0.35918, 100.18
0.36018, 100.18
0.36118, 100.18
0.36218, 100.17
0.36318, 100.17
0.36418, 100.17
0.36518, 100.16
0.36618, 100.16
0.36718, 100.16
0.36818, 100.15
0.36918, 100.15
0.37018, 100.15
0.37118, 100.15
0.37218, 100.14
0.37318, 100.14
0.37418, 100.14
0.37518, 100.13
0.37618, 100.13
0.37718, 100.13
0.37818, 100.12
0.37918, 100.12
0.38018, 100.12
0.38118, 100.11
0.38218, 100.11
0.38318, 100.11
0.38418, 100.1
0.38518, 100.1
0.38618, 100.1
0.38718, 100.1
0.38818, 100.09
0.38918, 100.09
0.39018, 100.09
0.39118, 100.08
0.39218, 100.08
0.39318, 100.08
0.39418, 100.07
0.39518, 100.07
0.39618, 100.07
0.39718, 100.06
0.39818, 100.06
0.39918, 100.06
0.40018, 100.05
0.40118, 100.05
0.40218, 100.05
0.40318, 100.04
0.40418, 100.04
0.40518, 100.04
0.40618, 100.03
0.40718, 100.03
0.40818, 100.03
0.40918, 100.02
0.41018, 100.02
0.41118, 100.02
0.41218, 100.01
0.41318, 100.01
0.41418, 100.01
0.41518, 100
0.41618, 100
0.41718, 99.997
0.41818, 99.994
0.41918, 99.995
0.42018, 99.999
0.42118, 100
0.42218, 100.01
0.42318, 100.01
0.42418, 100.02
0.42518, 100.02
0.42618, 100.02
0.42718, 100.03
0.42818, 100.03
0.42918, 100.04
0.43018, 100.04
0.43118, 100.05
0.43218, 100.05
0.43318, 100.05
0.43418, 100.06
0.43518, 100.06
0.43618, 100.07
0.43718, 100.07
0.43818, 100.07
0.43918, 100.08
0.44018, 100.08
0.44118, 100.09
0.44218, 100.09
0.44318, 100.09
0.44418, 100.1
