t, v
0, 0
1.5e-4, 0
3.5e-4, 0
5.5e-4, 0
7.5e-4, 0
9.5e-4, 0
0.00115, 0
0.00135, 0
0.00155, 0
0.00175, 0
0.00195, 4.5016e-5
0.00215, 3.0663e-4
0.00235, 7.8485e-4
0.00255, 0.0014797
0.00275, 0.0023911
0.00295, 0.0035191
0.00315, 0.0048638
0.00335, 0.006425
0.00355, 0.0082029
0.00375, 0.01027
0.00395, 0.012553
0.00415, 0.015053
0.00435, 0.017769
0.00455, 0.020702
0.00475, 0.023852
0.00495, 0.027219
0.00515, 0.030802
0.00535, 0.034601
0.00555, 0.038617
0.00575, 0.04285
0.00595, 0.0473
0.00615, 0.051966
0.00635, 0.056849
0.00655, 0.061948
0.00675, 0.067264
0.00695, 0.072797
0.00715, 0.078547
0.00735, 0.084513
0.00755, 0.090695
0.00775, 0.097095
0.00795, 0.10371
0.00815, 0.11054
0.00835, 0.11759
0.00855, 0.12486
0.00875, 0.13234
0.00895, 0.14004
0.00915, 0.14796
0.00935, 0.15609
0.00955, 0.16444
0.00975, 0.173
0.00995, 0.18179
0.01015, 0.19079
0.01035, 0.2
0.01055, 0.20943
0.01075, 0.21908
0.01095, 0.22895
0.01115, 0.23903
0.01135, 0.24933
0.01155, 0.25985
0.01175, 0.27058
0.01195, 0.28153
0.01215, 0.2927
0.01235, 0.30408
0.01255, 0.31568
0.01275, 0.32749
0.01295, 0.33953
0.01315, 0.35178
0.01335, 0.36424
0.01355, 0.37693
0.01375, 0.38983
0.01395, 0.40294
0.01415, 0.41627
0.01435, 0.42982
0.01455, 0.44358
0.01475, 0.45754
0.01495, 0.47169
0.01515, 0.48599
0.01535, 0.50032
0.01555, 0.51468
0.01575, 0.52906
0.01595, 0.54347
0.01615, 0.5579
0.01635, 0.57236
0.01655, 0.58684
0.01675, 0.60135
0.01695, 0.61589
0.01715, 0.63045
0.01735, 0.64503
0.01755, 0.65964
0.01775, 0.67428
0.01795, 0.68894
0.01815, 0.70363
0.01835, 0.71834
0.01855, 0.73308
0.01875, 0.74785
0.01895, 0.76264
0.01915, 0.77745
0.01935, 0.79229
0.01955, 0.80716
0.01975, 0.82205
0.01995, 0.83697
0.02015, 0.85191
0.02035, 0.86688
0.02055, 0.88187
0.02075, 0.89689
0.02095, 0.91194
0.02115, 0.92701
0.02135, 0.9421
0.02155, 0.95723
0.02175, 0.97237
0.02195, 0.98755
0.02215, 1.0027
0.02235, 1.018
0.02255, 1.0332
0.02275, 1.0485
0.02295, 1.0638
0.02315, 1.0791
0.02335, 1.0945
0.02355, 1.1098
0.02375, 1.1252
0.02395, 1.1407
0.02415, 1.1561
0.02435, 1.1716
0.02455, 1.1871
0.02475, 1.2026
0.02495, 1.2182
0.02515, 1.2338
0.02535, 1.2494
0.02555, 1.265
0.02575, 1.2807
0.02595, 1.2964
0.02615, 1.3121
0.02635, 1.3278
0.02655, 1.3436
0.02675, 1.3593
0.02695, 1.3752
0.02715, 1.391
0.02735, 1.4069
0.02755, 1.4227
0.02775, 1.4387
0.02795, 1.4546
0.02815, 1.4706
0.02835, 1.4865
0.02855, 1.5026
0.02875, 1.5186
0.02895, 1.5347
0.02915, 1.5508
0.02935, 1.5669
0.02955, 1.583
0.02975, 1.5992
0.02995, 1.6154
0.03015, 1.6316
0.03035, 1.6478
0.03055, 1.6641
0.03075, 1.6804
0.03095, 1.6967
0.03115, 1.7131
0.03135, 1.7295
0.03155, 1.7459
0.03175, 1.7623
0.03195, 1.7787
0.03215, 1.7952
0.03235, 1.8117
0.03255, 1.8282
0.03275, 1.8448
0.03295, 1.8614
0.03315, 1.878
0.03335, 1.8946
0.03355, 1.9112
0.03375, 1.9279
0.03395, 1.9446
0.03415, 1.9614
0.03435, 1.9781
0.03455, 1.9949
0.03475, 2.0117
0.03495, 2.0285
0.03515, 2.0454
0.03535, 2.0623
0.03555, 2.0792
0.03575, 2.0961
0.03595, 2.1131
0.03615, 2.1301
0.03635, 2.1471
0.03655, 2.1641
0.03675, 2.1812
0.03695, 2.1983
0.03715, 2.2154
0.03735, 2.2325
0.03755, 2.2497
0.03775, 2.2669
0.03795, 2.2841
0.03815, 2.3013
0.03835, 2.3186
0.03855, 2.3359
0.03875, 2.3532
0.03895, 2.3706
0.03915, 2.3879
0.03935, 2.4053
0.03955, 2.4227
0.03975, 2.4402
0.03995, 2.4577
0.04015, 2.4751
0.04035, 2.4927
0.04055, 2.5102
0.04075, 2.5278
0.04095, 2.5454
0.04115, 2.563
0.04135, 2.5807
0.04155, 2.5983
0.04175, 2.616
0.04195, 2.6338
0.04215, 2.6515
0.04235, 2.6693
0.04255, 2.6871
0.04275, 2.7049
0.04295, 2.7228
0.04315, 2.7407
0.04335, 2.7586
0.04355, 2.7765
0.04375, 2.7945
0.04395, 2.8125
0.04415, 2.8305
0.04435, 2.8485
0.04455, 2.8666
0.04475, 2.8846
0.04495, 2.9028
0.04515, 2.9209
0.04535, 2.939
0.04555, 2.9572
0.04575, 2.9755
0.04595, 2.9937
0.04615, 3.012
0.04635, 3.0302
0.04655, 3.0486
0.04675, 3.0669
0.04695, 3.0853
0.04715, 3.1037
0.04735, 3.1221
0.04755, 3.1405
0.04775, 3.159
0.04795, 3.1775
0.04815, 3.196
0.04835, 3.2145
0.04855, 3.2331
0.04875, 3.2517
0.04895, 3.2703
0.04915, 3.289
0.04935, 3.3077
0.04955, 3.3264
0.04975, 3.3451
0.04995, 3.3638
0.05015, 3.3826
0.05035, 3.4014
0.05055, 3.4202
0.05075, 3.4391
0.05095, 3.458
0.05115, 3.4769
0.05135, 3.4958
0.05155, 3.5148
0.05175, 3.5337
0.05195, 3.5527
0.05215, 3.5718
0.05235, 3.5908
0.05255, 3.6099
0.05275, 3.629
0.05295, 3.6482
0.05315, 3.6673
0.05335, 3.6865
0.05355, 3.7057
0.05375, 3.725
0.05395, 3.7442
0.05415, 3.7635
0.05435, 3.7828
0.05455, 3.8022
0.05475, 3.8215
0.05495, 3.8409
0.05515, 3.8603
0.05535, 3.8798
0.05555, 3.8992
0.05575, 3.9187
0.05595, 3.9382
0.05615, 3.9578
0.05635, 3.9774
0.05655, 3.997
0.05675, 4.0166
0.05695, 4.0362
0.05715, 4.0559
0.05735, 4.0756
0.05755, 4.0953
0.05775, 4.1151
0.05795, 4.1348
0.05815, 4.1546
0.05835, 4.1745
0.05855, 4.1943
0.05875, 4.2142
0.05895, 4.2341
0.05915, 4.254
0.05935, 4.274
0.05955, 4.294
0.05975, 4.314
0.05995, 4.334
0.06015, 4.354
0.06035, 4.3741
0.06055, 4.3942
0.06075, 4.4144
0.06095, 4.4345
0.06115, 4.4547
0.06135, 4.4749
0.06155, 4.4952
0.06175, 4.5154
0.06195, 4.5357
0.06215, 4.556
0.06235, 4.5763
0.06255, 4.5967
0.06275, 4.6171
0.06295, 4.6375
0.06315, 4.6579
0.06335, 4.6783
0.06355, 4.6988
0.06375, 4.7192
0.06395, 4.7396
0.06415, 4.76
0.06435, 4.7804
0.06455, 4.8008
0.06475, 4.8211
0.06495, 4.8415
0.06515, 4.8619
0.06535, 4.8823
0.06555, 4.9026
0.06575, 4.923
0.06595, 4.9434
0.06615, 4.9637
0.06635, 4.9841
0.06655, 5.0044
0.06675, 5.0247
0.06695, 5.0451
0.06715, 5.0654
0.06735, 5.0857
0.06755, 5.106
0.06775, 5.1264
0.06795, 5.1467
0.06815, 5.167
0.06835, 5.1873
0.06855, 5.2076
0.06875, 5.2279
0.06895, 5.2482
0.06915, 5.2684
0.06935, 5.2887
0.06955, 5.309
0.06975, 5.3293
0.06995, 5.3495
0.07015, 5.3698
0.07035, 5.39
0.07055, 5.4103
0.07075, 5.4305
0.07095, 5.4508
0.07115, 5.471
0.07135, 5.4912
0.07155, 5.5115
0.07175, 5.5317
0.07195, 5.5519
0.07215, 5.5721
0.07235, 5.5923
0.07255, 5.6125
0.07275, 5.6327
0.07295, 5.6529
0.07315, 5.6731
0.07335, 5.6933
0.07355, 5.7135
0.07375, 5.7337
0.07395, 5.7538
0.07415, 5.774
0.07435, 5.7942
0.07455, 5.8143
0.07475, 5.8345
0.07495, 5.8546
0.07515, 5.8748
0.07535, 5.8949
0.07555, 5.915
0.07575, 5.9352
0.07595, 5.9553
0.07615, 5.9754
0.07635, 5.9955
0.07655, 6.0156
0.07675, 6.0357
0.07695, 6.0558
0.07715, 6.0759
0.07735, 6.096
0.07755, 6.1161
0.07775, 6.1362
0.07795, 6.1563
0.07815, 6.1763
0.07835, 6.1964
0.07855, 6.2165
0.07875, 6.2365
0.07895, 6.2566
0.07915, 6.2766
0.07935, 6.2967
0.07955, 6.3167
0.07975, 6.3368
0.07995, 6.3568
0.08015, 6.3768
0.08035, 6.3968
0.08055, 6.4169
0.08075, 6.4369
0.08095, 6.4569
0.08115, 6.4769
0.08135, 6.4969
0.08155, 6.5169
0.08175, 6.5369
0.08195, 6.5569
0.08215, 6.5768
0.08235, 6.5968
0.08255, 6.6168
0.08275, 6.6367
0.08295, 6.6567
0.08315, 6.6767
0.08335, 6.6966
0.08355, 6.7166
0.08375, 6.7365
0.08395, 6.7564
0.08415, 6.7764
0.08435, 6.7963
0.08455, 6.8162
0.08475, 6.8362
0.08495, 6.8561
0.08515, 6.876
0.08535, 6.8959
0.08555, 6.9158
0.08575, 6.9357
0.08595, 6.9556
0.08615, 6.9755
0.08635, 6.9953
0.08655, 7.0152
0.08675, 7.0351
0.08695, 7.055
0.08715, 7.0748
0.08735, 7.0947
0.08755, 7.1145
0.08775, 7.1344
0.08795, 7.1542
0.08815, 7.1741
0.08835, 7.1939
0.08855, 7.2137
0.08875, 7.2336
0.08895, 7.2534
0.08915, 7.2732
0.08935, 7.293
0.08955, 7.3128
0.08975, 7.3326
0.08995, 7.3524
0.09015, 7.3722
0.09035, 7.392
0.09055, 7.4118
0.09075, 7.4316
0.09095, 7.4513
0.09115, 7.4711
0.09135, 7.4909
0.09155, 7.5106
0.09175, 7.5304
0.09195, 7.5501
0.09215, 7.5699
0.09235, 7.5896
0.09255, 7.6094
0.09275, 7.6291
0.09295, 7.6488
0.09315, 7.6686
0.09335, 7.6883
0.09355, 7.708
0.09375, 7.7277
0.09395, 7.7474
0.09415, 7.7671
0.09435, 7.7868
0.09455, 7.8065
0.09475, 7.8262
0.09495, 7.8459
0.09515, 7.8655
0.09535, 7.8852
0.09555, 7.9049
0.09575, 7.9245
0.09595, 7.9442
0.09615, 7.9638
0.09635, 7.9835
0.09655, 8.0031
0.09675, 8.0228
0.09695, 8.0424
0.09715, 8.062
0.09735, 8.0817
0.09755, 8.1013
0.09775, 8.1209
0.09795, 8.1405
0.09815, 8.1601
0.09835, 8.1797
0.09855, 8.1993
0.09875, 8.2189
0.09895, 8.2385
0.09915, 8.2581
0.09935, 8.2777
0.09955, 8.2972
0.09975, 8.3168
0.09995, 8.3364
0.10015, 8.3559
0.10035, 8.3755
0.10055, 8.395
0.10075, 8.4146
0.10095, 8.4341
0.10115, 8.4537
0.10135, 8.4732
0.10155, 8.4927
0.10175, 8.5122
0.10195, 8.5318
0.10215, 8.5513
0.10235, 8.5708
0.10255, 8.5903
0.10275, 8.6098
0.10295, 8.6293
0.10315, 8.6488
0.10335, 8.6682
0.10355, 8.6877
0.10375, 8.7072
0.10395, 8.7267
0.10415, 8.7461
0.10435, 8.7656
0.10455, 8.7851
0.10475, 8.8046
0.10495, 8.824
0.10515, 8.8435
0.10535, 8.863
0.10555, 8.8825
0.10575, 8.9019
0.10595, 8.9214
0.10615, 8.9409
0.10635, 8.9604
0.10655, 8.9799
0.10675, 8.9993
0.10695, 9.0188
0.10715, 9.0383
0.10735, 9.0578
0.10755, 9.0773
0.10775, 9.0968
0.10795, 9.1163
0.10815, 9.1357
0.10835, 9.1552
0.10855, 9.1747
0.10875, 9.1942
0.10895, 9.2137
0.10915, 9.2332
0.10935, 9.2527
0.10955, 9.2722
0.10975, 9.2917
0.10995, 9.3112
0.11015, 9.3307
0.11035, 9.3502
0.11055, 9.3697
0.11075, 9.3892
0.11095, 9.4087
0.11115, 9.4282
0.11135, 9.4477
0.11155, 9.4672
0.11175, 9.4867
0.11195, 9.5062
0.11215, 9.5258
0.11235, 9.5453
0.11255, 9.5648
0.11275, 9.5843
0.11295, 9.6038
0.11315, 9.6233
0.11335, 9.6428
0.11355, 9.6624
0.11375, 9.6819
0.11395, 9.7014
0.11415, 9.7209
0.11435, 9.7404
0.11455, 9.76
0.11475, 9.7795
0.11495, 9.799
0.11515, 9.8185
0.11535, 9.8381
0.11555, 9.8576
0.11575, 9.8771
0.11595, 9.8966
0.11615, 9.9162
0.11635, 9.9357
0.11655, 9.9552
0.11675, 9.9748
0.11695, 9.9943
0.11715, 10.014
0.11735, 10.033
0.11755, 10.053
0.11775, 10.072
0.11795, 10.092
0.11815, 10.112
0.11835, 10.131
0.11855, 10.151
0.11875, 10.17
0.11895, 10.19
0.11915, 10.209
0.11935, 10.229
0.11955, 10.248
0.11975, 10.268
0.11995, 10.287
0.12015, 10.307
0.12035, 10.327
0.12055, 10.346
0.12075, 10.366
0.12095, 10.385
0.12115, 10.405
0.12135, 10.424
0.12155, 10.444
0.12175, 10.463
0.12195, 10.483
0.12215, 10.503
0.12235, 10.522
0.12255, 10.542
0.12275, 10.561
0.12295, 10.581
0.12315, 10.6
0.12335, 10.62
0.12355, 10.64
0.12375, 10.659
0.12395, 10.679
0.12415, 10.698
0.12435, 10.718
0.12455, 10.737
0.12475, 10.757
0.12495, 10.777
0.12515, 10.796
0.12535, 10.816
0.12555, 10.835
0.12575, 10.855
0.12595, 10.874
0.12615, 10.894
0.12635, 10.914
0.12655, 10.933
0.12675, 10.953
0.12695, 10.972
0.12715, 10.992
0.12735, 11.011
0.12755, 11.031
0.12775, 11.051
0.12795, 11.07
0.12815, 11.09
0.12835, 11.109
0.12855, 11.129
0.12875, 11.149
0.12895, 11.168
0.12915, 11.188
0.12935, 11.207
0.12955, 11.227
0.12975, 11.247
0.12995, 11.266
0.13015, 11.286
0.13035, 11.305
0.13055, 11.325
0.13075, 11.345
0.13095, 11.364
0.13115, 11.384
0.13135, 11.403
0.13155, 11.423
0.13175, 11.443
0.13195, 11.462
0.13215, 11.482
0.13235, 11.501
0.13255, 11.521
0.13275, 11.541
0.13295, 11.56
0.13315, 11.58
0.13335, 11.6
0.13355, 11.619
0.13375, 11.639
0.13395, 11.658
0.13415, 11.678
0.13435, 11.698
0.13455, 11.717
0.13475, 11.737
0.13495, 11.757
0.13515, 11.776
0.13535, 11.796
0.13555, 11.815
0.13575, 11.835
0.13595, 11.855
0.13615, 11.874
0.13635, 11.894
0.13655, 11.914
0.13675, 11.933
0.13695, 11.953
0.13715, 11.972
0.13735, 11.992
0.13755, 12.012
0.13775, 12.031
0.13795, 12.051
0.13815, 12.071
0.13835, 12.09
0.13855, 12.11
0.13875, 12.13
0.13895, 12.149
0.13915, 12.169
0.13935, 12.189
0.13955, 12.208
0.13975, 12.228
0.13995, 12.248
0.14015, 12.267
0.14035, 12.287
0.14055, 12.306
0.14075, 12.326
0.14095, 12.346
0.14115, 12.365
0.14135, 12.385
0.14155, 12.405
0.14175, 12.424
0.14195, 12.444
0.14215, 12.464
0.14235, 12.483
0.14255, 12.503
0.14275, 12.523
0.14295, 12.542
0.14315, 12.562
0.14335, 12.582
0.14355, 12.601
0.14375, 12.621
0.14395, 12.641
0.14415, 12.66
0.14435, 12.68
0.14455, 12.7
0.14475, 12.719
0.14495, 12.739
0.14515, 12.759
0.14535, 12.778
0.14555, 12.798
0.14575, 12.818
0.14595, 12.837
0.14615, 12.857
0.14635, 12.877
0.14655, 12.897
0.14675, 12.916
0.14695, 12.936
0.14715, 12.956
0.14735, 12.975
0.14755, 12.995
0.14775, 13.015
0.14795, 13.034
0.14815, 13.054
0.14835, 13.074
0.14855, 13.093
0.14875, 13.113
0.14895, 13.133
0.14915, 13.153
0.14935, 13.172
0.14955, 13.192
0.14975, 13.212
0.14995, 13.231
0.15015, 13.251
0.15035, 13.271
0.15055, 13.29
0.15075, 13.31
0.15095, 13.33
0.15115, 13.35
0.15135, 13.369
0.15155, 13.389
0.15175, 13.409
0.15195, 13.428
0.15215, 13.448
0.15235, 13.468
0.15255, 13.488
0.15275, 13.507
0.15295, 13.527
0.15315, 13.547
0.15335, 13.566
0.15355, 13.586
0.15375, 13.606
0.15395, 13.626
0.15415, 13.645
0.15435, 13.665
0.15455, 13.685
0.15475, 13.704
0.15495, 13.724
0.15515, 13.744
0.15535, 13.764
0.15555, 13.783
0.15575, 13.803
0.15595, 13.823
0.15615, 13.843
0.15635, 13.862
0.15655, 13.882
0.15675, 13.902
0.15695, 13.921
0.15715, 13.941
0.15735, 13.961
0.15755, 13.981
0.15775, 14
0.15795, 14.02
0.15815, 14.04
0.15835, 14.06
0.15855, 14.079
0.15875, 14.099
0.15895, 14.119
0.15915, 14.139
0.15935, 14.158
0.15955, 14.178
0.15975, 14.198
0.15995, 14.218
0.16015, 14.237
0.16035, 14.257
0.16055, 14.277
0.16075, 14.297
0.16095, 14.316
0.16115, 14.336
0.16135, 14.356
0.16155, 14.376
0.16175, 14.395
0.16195, 14.415
0.16215, 14.435
0.16235, 14.455
0.16255, 14.475
0.16275, 14.494
0.16295, 14.514
0.16315, 14.534
0.16335, 14.554
0.16355, 14.573
0.16375, 14.593
0.16395, 14.613
0.16415, 14.633
0.16435, 14.652
0.16455, 14.672
0.16475, 14.692
0.16495, 14.712
0.16515, 14.732
0.16535, 14.751
0.16555, 14.771
0.16575, 14.791
0.16595, 14.811
0.16615, 14.83
0.16635, 14.85
0.16655, 14.87
0.16675, 14.89
0.16695, 14.91
0.16715, 14.929
0.16735, 14.949
0.16755, 14.969
0.16775, 14.989
0.16795, 15.009
0.16815, 15.028
0.16835, 15.048
0.16855, 15.068
0.16875, 15.088
0.16895, 15.108
0.16915, 15.127
0.16935, 15.147
0.16955, 15.167
0.16975, 15.187
0.16995, 15.207
0.17015, 15.226
0.17035, 15.246
0.17055, 15.266
0.17075, 15.286
0.17095, 15.306
0.17115, 15.325
0.17135, 15.345
0.17155, 15.365
0.17175, 15.385
0.17195, 15.405
0.17215, 15.424
0.17235, 15.444
0.17255, 15.464
0.17275, 15.484
0.17295, 15.504
0.17315, 15.523
0.17335, 15.543
0.17355, 15.563
0.17375, 15.583
0.17395, 15.603
0.17415, 15.623
0.17435, 15.642
0.17455, 15.662
0.17475, 15.682
0.17495, 15.702
0.17515, 15.722
0.17535, 15.742
0.17555, 15.761
0.17575, 15.781
0.17595, 15.801
0.17615, 15.821
0.17635, 15.841
0.17655, 15.861
0.17675, 15.88
0.17695, 15.9
0.17715, 15.92
0.17735, 15.94
0.17755, 15.96
0.17775, 15.98
0.17795, 15.999
0.17815, 16.019
0.17835, 16.039
0.17855, 16.059
0.17875, 16.079
0.17895, 16.099
0.17915, 16.118
0.17935, 16.138
0.17955, 16.158
0.17975, 16.178
0.17995, 16.198
0.18015, 16.218
0.18035, 16.238
0.18055, 16.257
0.18075, 16.277
0.18095, 16.297
0.18115, 16.317
0.18135, 16.337
0.18155, 16.357
0.18175, 16.377
0.18195, 16.396
0.18215, 16.416
0.18235, 16.436
0.18255, 16.456
0.18275, 16.476
0.18295, 16.496
0.18315, 16.516
0.18335, 16.535
0.18355, 16.555
0.18375, 16.575
0.18395, 16.595
0.18415, 16.615
0.18435, 16.635
0.18455, 16.655
0.18475, 16.675
0.18495, 16.694
0.18515, 16.714
0.18535, 16.734
0.18555, 16.754
0.18575, 16.774
0.18595, 16.794
0.18615, 16.814
0.18635, 16.834
0.18655, 16.854
0.18675, 16.873
0.18695, 16.893
0.18715, 16.913
0.18735, 16.933
0.18755, 16.953
0.18775, 16.973
0.18795, 16.993
0.18815, 17.013
0.18835, 17.033
0.18855, 17.052
0.18875, 17.072
0.18895, 17.092
0.18915, 17.112
0.18935, 17.132
0.18955, 17.152
0.18975, 17.172
0.18995, 17.192
0.19015, 17.212
0.19035, 17.232
0.19055, 17.251
0.19075, 17.271
0.19095, 17.291
0.19115, 17.311
0.19135, 17.331
0.19155, 17.351
0.19175, 17.371
0.19195, 17.391
0.19215, 17.411
0.19235, 17.431
0.19255, 17.451
0.19275, 17.47
0.19295, 17.49
0.19315, 17.51
0.19335, 17.53
0.19355, 17.55
0.19375, 17.57
0.19395, 17.59
0.19415, 17.61
0.19435, 17.63
0.19455, 17.65
0.19475, 17.67
0.19495, 17.69
0.19515, 17.71
0.19535, 17.729
0.19555, 17.749
0.19575, 17.769
0.19595, 17.789
0.19615, 17.809
0.19635, 17.829
0.19655, 17.849
0.19675, 17.869
0.19695, 17.889
0.19715, 17.909
0.19735, 17.929
0.19755, 17.949
0.19775, 17.969
0.19795, 17.989
0.19815, 18.009
0.19835, 18.028
0.19855, 18.048
0.19875, 18.068
0.19895, 18.088
0.19915, 18.108
0.19935, 18.128
0.19955, 18.148
0.19975, 18.168
0.19995, 18.188
0.20015, 18.208
0.20035, 18.228
0.20055, 18.248
0.20075, 18.268
0.20095, 18.288
0.20115, 18.308
0.20135, 18.328
0.20155, 18.348
0.20175, 18.368
0.20195, 18.388
0.20215, 18.408
0.20235, 18.428
0.20255, 18.448
0.20275, 18.467
0.20295, 18.487
0.20315, 18.507
0.20335, 18.527
0.20355, 18.547
0.20375, 18.567
0.20395, 18.587
0.20415, 18.607
0.20435, 18.627
0.20455, 18.647
0.20475, 18.667
0.20495, 18.687
0.20515, 18.707
0.20535, 18.727
0.20555, 18.747
0.20575, 18.767
0.20595, 18.787
0.20615, 18.807
0.20635, 18.827
0.20655, 18.847
0.20675, 18.867
0.20695, 18.887
0.20715, 18.907
0.20735, 18.927
0.20755, 18.947
0.20775, 18.967
0.20795, 18.987
0.20815, 19.007
0.20835, 19.027
0.20855, 19.047
0.20875, 19.067
0.20895, 19.087
0.20915, 19.107
0.20935, 19.127
0.20955, 19.147
0.20975, 19.167
0.20995, 19.187
0.21015, 19.207
0.21035, 19.227
0.21055, 19.247
0.21075, 19.267
0.21095, 19.287
0.21115, 19.307
0.21135, 19.327
0.21155, 19.347
0.21175, 19.367
0.21195, 19.387
0.21215, 19.407
0.21235, 19.427
0.21255, 19.447
0.21275, 19.467
0.21295, 19.487
0.21315, 19.507
0.21335, 19.527
0.21355, 19.547
0.21375, 19.567
0.21395, 19.587
0.21415, 19.607
0.21435, 19.627
0.21455, 19.647
0.21475, 19.667
0.21495, 19.687
0.21515, 19.707
0.21535, 19.727
0.21555, 19.747
0.21575, 19.767
0.21595, 19.787
0.21615, 19.807
0.21635, 19.827
0.21655, 19.848
0.21675, 19.868
0.21695, 19.888
0.21715, 19.908
0.21735, 19.928
0.21755, 19.948
0.21775, 19.968
0.21795, 19.988
0.21815, 20.008
0.21835, 20.028
0.21855, 20.048
0.21875, 20.068
0.21895, 20.088
0.21915, 20.108
0.21935, 20.128
0.21955, 20.148
0.21975, 20.168
0.21995, 20.188
0.22015, 20.208
0.22035, 20.228
0.22055, 20.248
0.22075, 20.268
0.22095, 20.289
0.22115, 20.309
0.22135, 20.329
0.22155, 20.349
0.22175, 20.369
0.22195, 20.389
0.22215, 20.409
0.22235, 20.429
0.22255, 20.449
0.22275, 20.469
0.22295, 20.489
0.22315, 20.509
0.22335, 20.529
0.22355, 20.549
0.22375, 20.569
0.22395, 20.589
0.22415, 20.61
0.22435, 20.63
0.22455, 20.65
0.22475, 20.67
0.22495, 20.69
0.22515, 20.71
0.22535, 20.73
0.22555, 20.75
0.22575, 20.77
0.22595, 20.79
0.22615, 20.81
0.22635, 20.83
0.22655, 20.85
0.22675, 20.871
0.22695, 20.891
0.22715, 20.911
0.22735, 20.931
0.22755, 20.951
0.22775, 20.971
0.22795, 20.991
0.22815, 21.011
0.22835, 21.031
0.22855, 21.051
0.22875, 21.071
0.22895, 21.092
0.22915, 21.112
0.22935, 21.132
0.22955, 21.152
0.22975, 21.172
0.22995, 21.192
0.23015, 21.212
0.23035, 21.232
0.23055, 21.252
0.23075, 21.272
0.23095, 21.293
0.23115, 21.313
0.23135, 21.333
0.23155, 21.353
0.23175, 21.373
0.23195, 21.393
0.23215, 21.413
0.23235, 21.433
0.23255, 21.453
0.23275, 21.473
0.23295, 21.494
0.23315, 21.514
0.23335, 21.534
0.23355, 21.554
0.23375, 21.574
0.23395, 21.594
0.23415, 21.614
0.23435, 21.634
0.23455, 21.654
0.23475, 21.674
0.23495, 21.695
0.23515, 21.715
0.23535, 21.735
0.23555, 21.755
0.23575, 21.775
0.23595, 21.795
0.23615, 21.815
0.23635, 21.835
0.23655, 21.855
0.23675, 21.875
0.23695, 21.896
0.23715, 21.916
0.23735, 21.936
0.23755, 21.956
0.23775, 21.976
0.23805, 22.006
0.2385, 22.051
0.23918, 22.119
0.24018, 22.22
0.24118, 22.32
0.24218, 22.421
0.24318, 22.521
0.24418, 22.622
0.24518, 22.722
0.24618, 22.822
0.24718, 22.923
0.24818, 23.023
0.24918, 23.124
0.25018, 23.224
0.25118, 23.325
0.25218, 23.425
0.25318, 23.526
0.25418, 23.626
0.25518, 23.727
0.25618, 23.827
0.25718, 23.928
0.25818, 24.028
0.25918, 24.128
0.26018, 24.229
0.26118, 24.329
0.26218, 24.43
0.26318, 24.53
0.26418, 24.631
0.26518, 24.731
0.26618, 24.831
0.26718, 24.932
0.26818, 25.032
0.26918, 25.133
0.27018, 25.233
0.27118, 25.334
0.27218, 25.434
0.27318, 25.534
0.27418, 25.635
0.27518, 25.735
0.27618, 25.836
0.27718, 25.936
0.27818, 26.036
0.27918, 26.137
0.28018, 26.237
0.28118, 26.338
0.28218, 26.438
0.28318, 26.538
0.28418, 26.639
0.28518, 26.739
0.28618, 26.84
0.28718, 26.94
0.28818, 27.04
0.28918, 27.141
0.29018, 27.241
0.29118, 27.341
0.29218, 27.442
0.29318, 27.542
0.29418, 27.643
0.29518, 27.743
0.29618, 27.843
0.29718, 27.944
0.29818, 28.044
0.29918, 28.144
0.30018, 28.245
0.30118, 28.345
0.30218, 28.445
0.30318, 28.546
0.30418, 28.646
0.30518, 28.746
0.30618, 28.847
0.30718, 28.947
0.30818, 29.047
0.30918, 29.148
0.31018, 29.248
0.31118, 29.348
0.31218, 29.449
0.31318, 29.549
0.31418, 29.649
0.31518, 29.75
0.31618, 29.85
0.31718, 29.95
0.31818, 30.051
0.31918, 30.151
0.32018, 30.251
0.32118, 30.351
0.32218, 30.452
0.32318, 30.552
0.32418, 30.652
0.32518, 30.753
0.32618, 30.853
0.32718, 30.953
0.32818, 31.053
0.32918, 31.154
0.33018, 31.254
0.33118, 31.354
0.33218, 31.454
0.33318, 31.555
0.33418, 31.655
0.33518, 31.755
0.33618, 31.856
0.33718, 31.956
0.33818, 32.056
0.33918, 32.156
0.34018, 32.256
0.34118, 32.357
0.34218, 32.457
0.34318, 32.557
0.34418, 32.657
0.34518, 32.758
0.34618, 32.858
0.34718, 32.958
0.34818, 33.058
0.34918, 33.159
0.35018, 33.259
0.35118, 33.359
0.35218, 33.459
0.35318, 33.559
0.35418, 33.66
0.35518, 33.76
0.35618, 33.86
0.35718, 33.96
0.35818, 34.06
0.35918, 34.161
0.36018, 34.261
0.36118, 34.361
0.36218, 34.461
0.36318, 34.561
0.36418, 34.661
0.36518, 34.762
0.36618, 34.862
0.36718, 34.962
0.36818, 35.062
0.36918, 35.162
0.37018, 35.262
0.37118, 35.363
0.37218, 35.463
0.37318, 35.563
0.37418, 35.663
0.37518, 35.763
0.37618, 35.863
0.37718, 35.963
0.37818, 36.064
0.37918, 36.164
0.38018, 36.264
0.38118, 36.364
0.38218, 36.464
0.38318, 36.564
0.38418, 36.664
0.38518, 36.764
0.38618, 36.864
0.38718, 36.965
0.38818, 37.065
0.38918, 37.165
0.39018, 37.265
0.39118, 37.365
0.39218, 37.465
