t, v
3.6812, 190.36
3.6822, 190.34
3.6832, 190.31
3.6842, 190.29
3.6852, 190.26
3.6862, 190.24
3.6872, 190.21
3.6882, 190.19
3.6892, 190.16
3.6902, 190.14
3.6912, 190.11
3.6922, 190.09
3.6932, 190.06
3.6942, 190.04
3.6952, 190.01
3.6962, 189.99
3.6972, 189.96
3.6982, 189.94
3.6992, 189.92
3.7002, 189.89
3.7012, 189.87
3.7022, 189.84
3.7032, 189.82
3.7042, 189.79
3.7052, 189.77
3.7062, 189.74
3.7072, 189.72
3.7082, 189.69
3.7092, 189.67
3.7102, 189.64
3.7112, 189.62
3.7122, 189.59
3.7132, 189.57
3.7142, 189.55
3.7152, 189.52
3.7162, 189.5
3.7172, 189.47
3.7182, 189.45
3.7192, 189.42
3.7202, 189.4
3.7212, 189.37
3.7222, 189.35
3.7232, 189.32
3.7242, 189.3
3.7252, 189.27
3.7262, 189.25
3.7272, 189.23
3.7282, 189.2
3.7292, 189.18
3.7302, 189.15
3.7312, 189.13
3.7322, 189.1
3.7332, 189.08
3.7342, 189.05
3.7352, 189.03
3.7362, 189
3.7372, 188.98
3.7382, 188.96
3.7392, 188.93
3.7402, 188.91
3.7412, 188.88
3.7422, 188.86
3.7432, 188.83
3.7442, 188.81
3.7452, 188.78
3.7462, 188.76
3.7472, 188.74
3.7482, 188.71
3.7492, 188.69
3.7502, 188.66
3.7512, 188.64
3.7522, 188.61
3.7532, 188.59
3.7542, 188.56
3.7552, 188.54
3.7562, 188.51
3.7572, 188.49
3.7582, 188.47
3.7592, 188.44
3.7602, 188.42
3.7612, 188.39
3.7622, 188.37
3.7632, 188.34
3.7642, 188.32
3.7652, 188.29
3.7662, 188.27
3.7672, 188.25
3.7682, 188.22
3.7692, 188.2
3.7702, 188.17
3.7712, 188.15
3.7722, 188.12
3.7732, 188.1
3.7742, 188.08
3.7752, 188.05
3.7762, 188.03
3.7772, 188
3.7782, 187.98
3.7792, 187.95
3.7802, 187.93
3.7812, 187.9
3.7822, 187.88
3.7832, 187.86
3.7842, 187.83
3.7852, 187.81
3.7862, 187.78
3.7872, 187.76
3.7882, 187.73
3.7892, 187.71
3.7902, 187.69
3.7912, 187.66
3.7922, 187.64
3.7932, 187.61
3.7942, 187.59
3.7952, 187.56
3.7962, 187.54
3.7972, 187.52
3.7982, 187.49
3.7992, 187.47
3.8002, 187.44
3.8012, 187.42
3.8022, 187.39
3.8032, 187.37
3.8042, 187.35
3.8052, 187.32
3.8062, 187.3
3.8072, 187.27
3.8082, 187.25
3.8092, 187.22
3.8102, 187.2
3.8112, 187.18
3.8122, 187.15
3.8132, 187.13
3.8142, 187.1
3.8152, 187.08
3.8162, 187.05
3.8172, 187.03
3.8182, 187.01
3.8192, 186.98
3.8202, 186.96
3.8212, 186.93
3.8222, 186.91
3.8232, 186.89
3.8242, 186.86
3.8252, 186.84
3.8262, 186.81
3.8272, 186.79
3.8282, 186.76
3.8292, 186.74
3.8302, 186.72
3.8312, 186.69
3.8322, 186.67
3.8332, 186.64
3.8342, 186.62
3.8352, 186.6
3.8362, 186.57
3.8372, 186.55
3.8382, 186.52
3.8392, 186.5
3.8402, 186.48
3.8412, 186.45
3.8422, 186.43
3.8432, 186.4
3.8442, 186.38
3.8452, 186.35
3.8462, 186.33
3.8472, 186.31
3.8482, 186.28
3.8492, 186.26
3.8502, 186.23
3.8512, 186.21
3.8522, 186.19
3.8532, 186.16
3.8542, 186.14
3.8552, 186.11
3.8562, 186.09
3.8572, 186.07
3.8582, 186.04
3.8592, 186.02
3.8602, 185.99
3.8612, 185.97
3.8622, 185.95
3.8632, 185.92
3.8642, 185.9
3.8652, 185.87
3.8662, 185.85
3.8672, 185.83
3.8682, 185.8
3.8692, 185.78
3.8702, 185.75
3.8712, 185.73
3.8722, 185.71
3.8732, 185.68
3.8742, 185.66
3.8752, 185.63
3.8762, 185.61
3.8772, 185.59
3.8782, 185.56
3.8792, 185.54
3.8802, 185.51
3.8812, 185.49
3.8822, 185.47
3.8832, 185.44
3.8842, 185.42
3.8852, 185.39
3.8862, 185.37
3.8872, 185.35
3.8882, 185.32
3.8892, 185.3
3.8902, 185.27
3.8912, 185.25
3.8922, 185.23
3.8932, 185.2
3.8942, 185.18
3.8952, 185.16
3.8962, 185.13
3.8972, 185.11
3.8982, 185.08
3.8992, 185.06
3.9002, 185.04
3.9012, 185.01
3.9022, 184.99
3.9032, 184.96
3.9042, 184.94
3.9052, 184.92
3.9062, 184.89
3.9072, 184.87
3.9082, 184.85
3.9092, 184.82
3.9102, 184.8
3.9112, 184.77
3.9122, 184.75
3.9132, 184.73
3.9142, 184.7
3.9152, 184.68
3.9162, 184.65
3.9172, 184.63
3.9182, 184.61
3.9192, 184.58
3.9202, 184.56
3.9212, 184.54
3.9222, 184.51
3.9232, 184.49
3.9242, 184.46
3.9252, 184.44
3.9262, 184.42
3.9272, 184.39
3.9282, 184.37
3.9292, 184.35
3.9302, 184.32
3.9312, 184.3
3.9322, 184.27
3.9332, 184.25
3.9342, 184.23
3.9352, 184.2
3.9362, 184.18
3.9372, 184.16
3.9382, 184.13
3.9392, 184.11
3.9402, 184.08
3.9412, 184.06
3.9422, 184.04
3.9432, 184.01
3.9442, 183.99
3.9452, 183.97
3.9462, 183.94
3.9472, 183.92
3.9482, 183.89
3.9492, 183.87
3.9502, 183.85
3.9512, 183.82
3.9522, 183.8
3.9532, 183.78
3.9542, 183.75
3.9552, 183.73
3.9562, 183.71
3.9572, 183.68
3.9582, 183.66
3.9592, 183.63
3.9602, 183.61
3.9612, 183.59
3.9622, 183.56
3.9632, 183.54
3.9642, 183.52
3.9652, 183.49
3.9662, 183.47
3.9672, 183.45
3.9682, 183.42
3.9692, 183.4
3.9702, 183.37
3.9712, 183.35
3.9722, 183.33
3.9732, 183.3
3.9742, 183.28
3.9752, 183.26
3.9762, 183.23
3.9772, 183.21
3.9782, 183.19
3.9792, 183.16
3.9802, 183.14
3.9812, 183.12
3.9822, 183.09
3.9832, 183.07
3.9842, 183.04
3.9852, 183.02
3.9862, 183
3.9872, 182.97
3.9882, 182.95
3.9892, 182.93
3.9902, 182.9
3.9912, 182.88
3.9922, 182.86
3.9932, 182.83
3.9942, 182.81
3.9952, 182.79
3.9962, 182.76
3.9972, 182.74
3.9982, 182.72
3.9992, 182.69
4.0002, 182.67
4.0012, 182.65
4.0022, 182.62
4.0032, 182.6
4.0042, 182.57
4.0052, 182.55
4.0062, 182.53
4.0072, 182.5
4.0082, 182.48
4.0092, 182.46
4.0102, 182.43
4.0112, 182.41
4.0122, 182.39
4.0132, 182.36
4.0142, 182.34
4.0152, 182.32
4.0162, 182.29
4.0172, 182.27
4.0182, 182.25
4.0192, 182.22
4.0202, 182.2
4.0212, 182.18
4.0222, 182.15
4.0232, 182.13
4.0242, 182.11
4.0252, 182.08
4.0262, 182.06
4.0272, 182.04
4.0282, 182.01
4.0292, 181.99
4.0302, 181.97
4.0312, 181.94
4.0322, 181.92
4.0332, 181.9
4.0342, 181.87
4.0352, 181.85
4.0362, 181.83
4.0372, 181.8
4.0382, 181.78
4.0392, 181.76
4.0402, 181.73
4.0412, 181.71
4.0422, 181.69
4.0432, 181.66
4.0442, 181.64
4.0452, 181.62
4.0462, 181.59
4.0472, 181.57
4.0482, 181.55
4.0492, 181.52
4.0502, 181.5
4.0512, 181.48
4.0522, 181.45
4.0532, 181.43
4.0542, 181.41
4.0552, 181.38
4.0562, 181.36
4.0572, 181.34
4.0582, 181.31
4.0592, 181.29
4.0602, 181.27
4.0612, 181.24
4.0622, 181.22
4.0632, 181.2
4.0642, 181.17
4.0652, 181.15
4.0662, 181.13
4.0672, 181.1
4.0682, 181.08
4.0692, 181.06
4.0702, 181.03
4.0712, 181.01
4.0722, 180.99
4.0732, 180.97
4.0742, 180.94
4.0752, 180.92
4.0762, 180.9
4.0772, 180.87
4.0782, 180.85
4.0792, 180.83
4.0802, 180.8
4.0812, 180.78
4.0822, 180.76
4.0832, 180.73
4.0842, 180.71
4.0852, 180.69
4.0862, 180.66
4.0872, 180.64
4.0882, 180.62
4.0892, 180.59
4.0902, 180.57
4.0912, 180.55
4.0922, 180.53
4.0932, 180.5
4.0942, 180.48
4.0952, 180.46
4.0962, 180.43
4.0972, 180.41
4.0982, 180.39
4.0992, 180.36
4.1002, 180.34
4.1012, 180.32
4.1022, 180.29
4.1032, 180.27
4.1042, 180.25
4.1052, 180.22
4.1062, 180.2
4.1072, 180.18
4.1082, 180.16
4.1092, 180.13
4.1102, 180.11
4.1112, 180.09
4.1122, 180.06
4.1132, 180.04
4.1142, 180.02
4.1152, 179.99
4.1162, 179.97
4.1172, 179.95
4.1182, 179.93
4.1192, 179.9
4.1202, 179.88
4.1212, 179.86
4.1222, 179.83
4.1232, 179.81
4.1242, 179.79
4.1252, 179.76
4.1262, 179.74
4.1272, 179.72
4.1282, 179.7
4.1292, 179.67
4.1302, 179.65
4.1312, 179.63
4.1322, 179.6
4.1332, 179.58
4.1342, 179.56
4.1352, 179.53
4.1362, 179.51
4.1372, 179.49
4.1382, 179.47
4.1392, 179.44
4.1402, 179.42
4.1412, 179.4
4.1422, 179.37
4.1432, 179.35
4.1442, 179.33
4.1452, 179.3
4.1462, 179.28
4.1472, 179.26
4.1482, 179.24
4.1492, 179.21
4.1502, 179.19
4.1512, 179.17
4.1522, 179.14
4.1532, 179.12
4.1542, 179.1
4.1552, 179.08
4.1562, 179.05
4.1572, 179.03
4.1582, 179.01
4.1592, 178.98
4.1602, 178.96
4.1612, 178.94
4.1622, 178.92
4.1632, 178.89
4.1642, 178.87
4.1652, 178.85
4.1662, 178.82
4.1672, 178.8
4.1682, 178.78
4.1692, 178.76
4.1702, 178.73
4.1712, 178.71
4.1722, 178.69
4.1732, 178.66
4.1742, 178.64
4.1752, 178.62
4.1762, 178.6
4.1772, 178.57
4.1782, 178.55
4.1792, 178.53
4.1802, 178.5
4.1812, 178.48
4.1822, 178.46
4.1832, 178.44
4.1842, 178.41
4.1852, 178.39
4.1862, 178.37
4.1872, 178.34
4.1882, 178.32
4.1892, 178.3
4.1902, 178.28
4.1912, 178.25
4.1922, 178.23
4.1932, 178.21
4.1942, 178.19
4.1952, 178.16
4.1962, 178.14
4.1972, 178.12
4.1982, 178.09
4.1992, 178.07
4.2002, 178.05
4.2012, 178.03
4.2022, 178
4.2032, 177.98
4.2042, 177.96
4.2052, 177.94
4.2062, 177.91
4.2072, 177.89
4.2082, 177.87
4.2092, 177.84
4.2102, 177.82
4.2112, 177.8
4.2122, 177.78
4.2132, 177.75
4.2142, 177.73
4.2152, 177.71
4.2162, 177.69
4.2172, 177.66
4.2182, 177.64
4.2192, 177.62
4.2202, 177.6
4.2212, 177.57
4.2222, 177.55
4.2232, 177.53
4.2242, 177.5
4.2252, 177.48
4.2262, 177.46
4.2272, 177.44
4.2282, 177.41
4.2292, 177.39
4.2302, 177.37
4.2312, 177.35
4.2322, 177.32
4.2332, 177.3
4.2342, 177.28
4.2352, 177.26
4.2362, 177.23
4.2372, 177.21
4.2382, 177.19
4.2392, 177.17
4.2402, 177.14
4.2412, 177.12
4.2422, 177.1
4.2432, 177.08
4.2442, 177.05
4.2452, 177.03
4.2462, 177.01
4.2472, 176.98
4.2482, 176.96
4.2492, 176.94
4.2502, 176.92
4.2512, 176.89
4.2522, 176.87
4.2532, 176.85
4.2542, 176.83
4.2552, 176.8
4.2562, 176.78
4.2572, 176.76
4.2582, 176.74
4.2592, 176.71
4.2602, 176.69
4.2612, 176.67
4.2622, 176.65
4.2632, 176.62
4.2642, 176.6
4.2652, 176.58
4.2662, 176.56
4.2672, 176.53
4.2682, 176.51
4.2692, 176.49
4.2702, 176.47
4.2712, 176.44
4.2722, 176.42
4.2732, 176.4
4.2742, 176.38
4.2752, 176.35
4.2762, 176.33
4.2772, 176.31
4.2782, 176.29
4.2792, 176.26
4.2802, 176.24
4.2812, 176.22
4.2822, 176.2
4.2832, 176.17
4.2842, 176.15
4.2852, 176.13
4.2862, 176.11
4.2872, 176.09
4.2882, 176.06
4.2892, 176.04
4.2902, 176.02
4.2912, 176
4.2922, 175.97
4.2932, 175.95
4.2942, 175.93
4.2952, 175.91
4.2962, 175.88
4.2972, 175.86
4.2982, 175.84
4.2992, 175.82
4.3002, 175.79
4.3012, 175.77
4.3022, 175.75
4.3032, 175.73
4.3042, 175.7
4.3052, 175.68
4.3062, 175.66
4.3072, 175.64
4.3082, 175.62
4.3092, 175.59
4.3102, 175.57
4.3112, 175.55
4.3122, 175.53
4.3132, 175.5
4.3142, 175.48
4.3152, 175.46
4.3162, 175.44
4.3172, 175.41
4.3182, 175.39
4.3192, 175.37
4.3202, 175.35
4.3212, 175.33
4.3222, 175.3
4.3232, 175.28
4.3242, 175.26
4.3252, 175.24
4.3262, 175.21
4.3272, 175.19
4.3282, 175.17
4.3292, 175.15
4.3302, 175.12
4.3312, 175.1
4.3322, 175.08
4.3332, 175.06
4.3342, 175.04
4.3352, 175.01
4.3362, 174.99
4.3372, 174.97
4.3382, 174.95
4.3392, 174.92
4.3402, 174.9
4.3412, 174.88
4.3422, 174.86
4.3432, 174.84
4.3442, 174.81
4.3452, 174.79
4.3462, 174.77
4.3472, 174.75
4.3482, 174.72
4.3492, 174.7
4.3502, 174.68
4.3512, 174.66
4.3522, 174.64
4.3532, 174.61
4.3542, 174.59
4.3552, 174.57
4.3562, 174.55
4.3572, 174.52
4.3582, 174.5
4.3592, 174.48
4.3602, 174.46
4.3612, 174.44
4.3622, 174.41
4.3632, 174.39
4.3642, 174.37
4.3652, 174.35
4.3662, 174.33
4.3672, 174.3
4.3682, 174.28
4.3692, 174.26
4.3702, 174.24
4.3712, 174.21
4.3722, 174.19
4.3732, 174.17
4.3742, 174.15
4.3752, 174.13
4.3762, 174.1
4.3772, 174.08
4.3782, 174.06
4.3792, 174.04
4.3802, 174.02
4.3812, 173.99
4.3822, 173.97
4.3832, 173.95
4.3842, 173.93
4.3852, 173.9
4.3862, 173.88
4.3872, 173.86
4.3882, 173.84
4.3892, 173.82
4.3902, 173.79
4.3912, 173.77
4.3922, 173.75
4.3932, 173.73
4.3942, 173.71
4.3952, 173.68
4.3962, 173.66
4.3972, 173.64
4.3982, 173.62
4.3992, 173.6
4.4002, 173.57
4.4012, 173.55
4.4022, 173.53
4.4032, 173.51
4.4042, 173.49
4.4052, 173.46
4.4062, 173.44
4.4072, 173.42
4.4082, 173.4
4.4092, 173.38
4.4102, 173.35
4.4112, 173.33
4.4122, 173.31
4.4132, 173.29
4.4142, 173.27
4.4152, 173.24
4.4162, 173.22
4.4172, 173.2
4.4182, 173.18
4.4192, 173.16
4.4202, 173.13
4.4212, 173.11
4.4222, 173.09
4.4232, 173.07
4.4242, 173.05
4.4252, 173.02
4.4262, 173
4.4272, 172.98
4.4282, 172.96
4.4292, 172.94
4.4302, 172.91
4.4312, 172.89
4.4322, 172.87
4.4332, 172.85
4.4342, 172.83
4.4352, 172.81
4.4362, 172.78
4.4372, 172.76
4.4382, 172.74
4.4392, 172.72
4.4402, 172.7
4.4412, 172.67
4.4422, 172.65
4.4432, 172.63
4.4442, 172.61
4.4452, 172.59
4.4462, 172.56
4.4472, 172.54
4.4482, 172.52
4.4492, 172.5
4.4502, 172.48
4.4512, 172.46
4.4522, 172.43
4.4532, 172.41
4.4542, 172.39
4.4552, 172.37
4.4562, 172.35
4.4572, 172.32
4.4582, 172.3
4.4592, 172.28
4.4602, 172.26
4.4612, 172.24
4.4622, 172.21
4.4632, 172.19
4.4642, 172.17
4.4652, 172.15
4.4662, 172.13
4.4672, 172.11
4.4682, 172.08
4.4692, 172.06
4.4702, 172.04
4.4712, 172.02
4.4722, 172
4.4732, 171.98
4.4742, 171.95
4.4752, 171.93
4.4762, 171.91
4.4772, 171.89
4.4782, 171.87
4.4792, 171.84
4.4802, 171.82
4.4812, 171.8
4.4822, 171.78
4.4832, 171.76
4.4842, 171.74
4.4852, 171.71
4.4862, 171.69
4.4872, 171.67
4.4882, 171.65
4.4892, 171.63
4.4902, 171.61
4.4912, 171.58
4.4922, 171.56
4.4932, 171.54
4.4942, 171.52
4.4952, 171.5
4.4962, 171.47
4.4972, 171.45
4.4982, 171.43
4.4992, 171.41
4.5002, 171.39
4.5012, 171.37
4.5022, 171.34
4.5032, 171.32
4.5042, 171.3
4.5052, 171.28
4.5062, 171.26
4.5072, 171.24
4.5082, 171.21
4.5092, 171.19
4.5102, 171.17
4.5112, 171.15
4.5122, 171.13
4.5132, 171.11
4.5142, 171.08
4.5152, 171.06
4.5162, 171.04
4.5172, 171.02
4.5182, 171
4.5192, 170.98
4.5202, 170.95
4.5212, 170.93
4.5222, 170.91
4.5232, 170.89
4.5242, 170.87
4.5252, 170.85
4.5262, 170.83
4.5272, 170.8
4.5282, 170.78
4.5292, 170.76
4.5302, 170.74
4.5312, 170.72
4.5322, 170.7
4.5332, 170.67
4.5342, 170.65
4.5352, 170.63
4.5362, 170.61
4.5372, 170.59
4.5382, 170.57
4.5392, 170.54
4.5402, 170.52
4.5412, 170.5
4.5422, 170.48
4.5432, 170.46
4.5442, 170.44
4.5452, 170.42
4.5462, 170.39
4.5472, 170.37
4.5482, 170.35
4.5492, 170.33
4.5502, 170.31
4.5512, 170.29
4.5522, 170.26
4.5532, 170.24
4.5542, 170.22
4.5552, 170.2
4.5562, 170.18
4.5572, 170.16
4.5582, 170.14
4.5592, 170.11
4.5602, 170.09
4.5612, 170.07
4.5622, 170.05
4.5632, 170.03
4.5642, 170.01
4.5652, 169.98
4.5662, 169.96
4.5672, 169.94
4.5682, 169.92
4.5692, 169.9
4.5702, 169.88
4.5712, 169.86
4.5722, 169.83
4.5732, 169.81
4.5742, 169.79
4.5752, 169.77
4.5762, 169.75
4.5772, 169.73
4.5782, 169.71
4.5792, 169.68
4.5802, 169.66
4.5812, 169.64
4.5822, 169.62
4.5832, 169.6
4.5842, 169.58
4.5852, 169.56
4.5862, 169.53
4.5872, 169.51
4.5882, 169.49
4.5892, 169.47
4.5902, 169.45
4.5912, 169.43
4.5922, 169.41
4.5932, 169.38
4.5942, 169.36
4.5952, 169.34
4.5962, 169.32
4.5972, 169.3
4.5982, 169.28
4.5992, 169.26
4.6002, 169.23
4.6012, 169.21
4.6022, 169.19
4.6032, 169.17
4.6042, 169.15
4.6052, 169.13
4.6062, 169.11
4.6072, 169.09
4.6082, 169.06
4.6092, 169.04
4.6102, 169.02
4.6112, 169
4.6122, 168.98
4.6132, 168.96
4.6142, 168.94
4.6152, 168.91
4.6162, 168.89
4.6172, 168.87
4.6182, 168.85
4.6192, 168.83
4.6202, 168.81
4.6212, 168.79
4.6222, 168.77
4.6232, 168.74
4.6242, 168.72
4.6252, 168.7
4.6262, 168.68
4.6272, 168.66
4.6282, 168.64
4.6292, 168.62
4.6302, 168.6
4.6312, 168.57
4.6322, 168.55
4.6332, 168.53
4.6342, 168.51
4.6352, 168.49
4.6362, 168.47
4.6372, 168.45
4.6382, 168.43
4.6392, 168.4
4.6402, 168.38
4.6412, 168.36
4.6422, 168.34
4.6432, 168.32
4.6442, 168.3
4.6452, 168.28
4.6462, 168.26
4.6472, 168.23
4.6482, 168.21
4.6492, 168.19
4.6502, 168.17
4.6512, 168.15
4.6522, 168.13
4.6532, 168.11
4.6542, 168.09
4.6552, 168.06
4.6562, 168.04
4.6572, 168.02
4.6582, 168
4.6592, 167.98
4.6602, 167.96
4.6612, 167.94
4.6622, 167.92
4.6632, 167.89
4.6642, 167.87
4.6652, 167.85
4.6662, 167.83
4.6672, 167.81
4.6682, 167.79
4.6692, 167.77
4.6702, 167.75
4.6712, 167.73
4.6722, 167.7
4.6732, 167.68
4.6742, 167.66
4.6752, 167.64
4.6762, 167.62
4.6772, 167.6
4.6782, 167.58
4.6792, 167.56
4.6802, 167.54
4.6812, 167.51
4.6822, 167.49
4.6832, 167.47
4.6842, 167.45
4.6852, 167.43
4.6862, 167.41
4.6872, 167.39
4.6882, 167.37
4.6892, 167.35
4.6902, 167.32
4.6912, 167.3
4.6922, 167.28
4.6932, 167.26
4.6942, 167.24
4.6952, 167.22
4.6962, 167.2
4.6972, 167.18
4.6982, 167.16
4.6992, 167.13
4.7002, 167.11
4.7012, 167.09
4.7022, 167.07
4.7032, 167.05
4.7042, 167.03
4.7052, 167.01
4.7062, 166.99
4.7072, 166.97
4.7082, 166.95
4.7092, 166.92
4.7102, 166.9
4.7112, 166.88
4.7122, 166.86
4.7132, 166.84
4.7142, 166.82
4.7152, 166.8
4.7162, 166.78
4.7172, 166.76
4.7182, 166.73
4.7192, 166.71
4.7202, 166.69
4.7212, 166.67
4.7222, 166.65
4.7232, 166.63
4.7242, 166.61
4.7252, 166.59
4.7262, 166.57
4.7272, 166.55
4.7282, 166.53
4.7292, 166.5
4.7302, 166.48
4.7312, 166.46
4.7322, 166.44
4.7332, 166.42
4.7342, 166.4
4.7352, 166.38
4.7362, 166.36
4.7372, 166.34
4.7382, 166.32
4.7392, 166.29
4.7402, 166.27
4.7412, 166.25
4.7422, 166.23
4.7432, 166.21
4.7442, 166.19
4.7452, 166.17
4.7462, 166.15
4.7472, 166.13
4.7482, 166.11
4.7492, 166.09
4.7502, 166.06
4.7512, 166.04
4.7522, 166.02
4.7532, 166
4.7542, 165.98
4.7552, 165.96
4.7562, 165.94
4.7572, 165.92
4.7582, 165.9
4.7592, 165.88
4.7602, 165.86
4.7612, 165.83
4.7622, 165.81
4.7632, 165.79
4.7642, 165.77
4.7652, 165.75
4.7662, 165.73
4.7672, 165.71
4.7682, 165.69
4.7692, 165.67
4.7702, 165.65
4.7712, 165.63
4.7722, 165.61
4.7732, 165.58
4.7742, 165.56
4.7752, 165.54
4.7762, 165.52
4.7772, 165.5
4.7782, 165.48
4.7792, 165.46
4.7802, 165.44
4.7812, 165.42
4.7822, 165.4
4.7832, 165.38
4.7842, 165.36
4.7852, 165.33
4.7862, 165.31
4.7872, 165.29
4.7882, 165.27
4.7892, 165.25
4.7902, 165.23
4.7912, 165.21
4.7922, 165.19
4.7932, 165.17
4.7942, 165.15
4.7952, 165.13
4.7962, 165.11
4.7972, 165.09
4.7982, 165.06
4.7992, 165.04
4.8002, 165.02
4.8012, 165
4.8022, 164.98
4.8032, 164.96
4.8042, 164.94
4.8052, 164.92
4.8062, 164.9
4.8072, 164.88
4.8082, 164.86
4.8092, 164.84
4.8102, 164.82
4.8112, 164.79
4.8122, 164.77
4.8132, 164.75
4.8142, 164.73
4.8152, 164.71
4.8162, 164.69
4.8172, 164.67
4.8182, 164.65
4.8192, 164.63
4.8202, 164.61
4.8212, 164.59
4.8222, 164.57
4.8232, 164.55
4.8242, 164.53
4.8252, 164.51
4.8262, 164.48
4.8272, 164.46
4.8282, 164.44
4.8292, 164.42
4.8302, 164.4
4.8312, 164.38
4.8322, 164.36
4.8332, 164.34
4.8342, 164.32
4.8352, 164.3
4.8362, 164.28
4.8372, 164.26
4.8382, 164.24
4.8392, 164.22
4.8402, 164.2
4.8412, 164.17
4.8422, 164.15
4.8432, 164.13
4.8442, 164.11
4.8452, 164.09
4.8462, 164.07
4.8472, 164.05
4.8482, 164.03
4.8492, 164.01
4.8502, 163.99
4.8512, 163.97
4.8522, 163.95
4.8532, 163.93
4.8542, 163.91
4.8552, 163.89
4.8562, 163.87
4.8572, 163.85
4.8582, 163.82
4.8592, 163.8
4.8602, 163.78
4.8612, 163.76
4.8622, 163.74
4.8632, 163.72
4.8642, 163.7
4.8652, 163.68
4.8662, 163.66
4.8672, 163.64
4.8682, 163.62
4.8692, 163.6
4.8702, 163.58
4.8712, 163.56
4.8722, 163.54
4.8732, 163.52
4.8742, 163.5
4.8752, 163.47
4.8762, 163.45
4.8772, 163.43
4.8782, 163.41
4.8792, 163.39
4.8802, 163.37
4.8812, 163.35
4.8822, 163.33
4.8832, 163.31
4.8842, 163.29
4.8852, 163.27
4.8862, 163.25
4.8872, 163.23
4.8882, 163.21
4.8892, 163.19
4.8902, 163.17
4.8912, 163.15
4.8922, 163.13
4.8932, 163.11
4.8942, 163.09
4.8952, 163.06
4.8962, 163.04
4.8972, 163.02
4.8982, 163
4.8992, 162.98
4.9002, 162.96
4.9012, 162.94
4.9022, 162.92
4.9032, 162.9
4.9042, 162.88
4.9052, 162.86
4.9062, 162.84
4.9072, 162.82
4.9082, 162.8
4.9092, 162.78
4.9102, 162.76
4.9112, 162.74
4.9122, 162.72
4.9132, 162.7
4.9142, 162.68
4.9152, 162.66
4.9162, 162.64
4.9172, 162.62
4.9182, 162.59
4.9192, 162.57
4.9202, 162.55
4.9212, 162.53
4.9222, 162.51
4.9232, 162.49
4.9242, 162.47
4.9252, 162.45
4.9262, 162.43
4.9272, 162.41
4.9282, 162.39
4.9292, 162.37
4.9302, 162.35
4.9312, 162.33
4.9322, 162.31
4.9332, 162.29
4.9342, 162.27
4.9352, 162.25
4.9362, 162.23
4.9372, 162.21
4.9382, 162.19
4.9392, 162.17
4.9402, 162.15
4.9412, 162.13
4.9422, 162.11
4.9432, 162.09
4.9442, 162.07
4.9452, 162.04
4.9462, 162.02
4.9472, 162
4.9482, 161.98
4.9492, 161.96
4.9502, 161.94
4.9512, 161.92
4.9522, 161.9
4.9532, 161.88
4.9542, 161.86
4.9552, 161.84
4.9562, 161.82
4.9572, 161.8
4.9582, 161.78
4.9592, 161.76
4.9602, 161.74
4.9612, 161.72
4.9622, 161.7
4.9632, 161.68
4.9642, 161.66
4.9652, 161.64
4.9662, 161.62
4.9672, 161.6
4.9682, 161.58
4.9692, 161.56
4.9702, 161.54
4.9712, 161.52
4.9722, 161.5
4.9732, 161.48
4.9742, 161.46
4.9752, 161.44
4.9762, 161.42
4.9772, 161.4
4.9782, 161.38
4.9792, 161.36
4.9802, 161.34
4.9812, 161.32
4.9822, 161.29
4.9832, 161.27
4.9842, 161.25
4.9852, 161.23
4.9862, 161.21
4.9872, 161.19
4.9882, 161.17
4.9892, 161.15
4.9902, 161.13
4.9912, 161.11
4.9922, 161.09
4.9932, 161.07
4.9942, 161.05
4.9952, 161.03
4.9962, 161.01
4.9972, 160.99
4.9982, 160.97
4.9992, 160.95
5.0002, 160.93
5.0012, 160.91
5.0022, 160.89
5.0032, 160.87
5.0042, 160.85
5.0052, 160.83
5.0062, 160.81
5.0072, 160.79
5.0082, 160.77
5.0092, 160.75
5.0102, 160.73
5.0112, 160.71
5.0122, 160.69
5.0132, 160.67
5.0142, 160.65
5.0152, 160.63
5.0162, 160.61
5.0172, 160.59
5.0182, 160.57
5.0192, 160.55
5.0202, 160.53
5.0212, 160.51
5.0222, 160.49
5.0232, 160.47
5.0242, 160.45
5.0252, 160.43
5.0262, 160.41
5.0272, 160.39
5.0282, 160.37
5.0292, 160.35
5.0302, 160.33
5.0312, 160.31
5.0322, 160.29
5.0332, 160.27
5.0342, 160.25
5.0352, 160.23
5.0362, 160.21
5.0372, 160.19
5.0382, 160.17
5.0392, 160.15
5.0402, 160.13
5.0412, 160.11
5.0422, 160.09
5.0432, 160.07
5.0442, 160.05
5.0452, 160.03
5.0462, 160.01
5.0472, 159.99
5.0482, 159.97
5.0492, 159.95
5.0502, 159.93
5.0512, 159.91
5.0522, 159.89
5.0532, 159.87
5.0542, 159.85
5.0552, 159.83
5.0562, 159.81
5.0572, 159.79
5.0582, 159.77
5.0592, 159.75
5.0602, 159.73
5.0612, 159.71
5.0622, 159.69
5.0632, 159.67
5.0642, 159.65
5.0652, 159.63
5.0662, 159.61
5.0672, 159.59
5.0682, 159.57
5.0692, 159.55
5.0702, 159.53
5.0712, 159.51
5.0722, 159.49
5.0732, 159.47
5.0742, 159.45
5.0752, 159.43
5.0762, 159.41
5.0772, 159.39
5.0782, 159.37
5.0792, 159.35
5.0802, 159.33
5.0812, 159.31
5.0822, 159.29
